gender,race,age,experience,education_years,gpa,test_score,hired
Female,White,62,18,19,2.998833306164294,509,1
Female,Hispanic,22,3,13,3.641793004737596,503,1
Female,White,79,25,18,2.2458395733858443,1496,1
Non-binary,Black,59,39,13,3.2356612373233418,1545,1
Male,Black,40,32,19,3.882770755541733,951,1
Female,Black,43,4,12,2.929543096378577,513,0
Non-binary,Black,59,11,12,3.572176334350318,747,1
Male,Black,40,8,17,2.0368818528451413,1271,0
Female,Hispanic,38,30,16,2.114407228173871,1469,1
Male,White,33,39,13,3.299265699302735,627,1
Female,Asian,46,21,18,3.298461679631216,1587,1
Male,Black,65,30,21,3.5303773694625256,1148,1
Female,Asian,19,31,17,3.4725051180424367,588,1
Male,White,61,23,12,3.2188521657222067,1127,1
Male,White,48,24,12,3.4872655311727403,1045,1
Male,White,42,15,19,2.4647561063994683,802,1
Female,Hispanic,49,10,16,3.425450257103943,1555,1
Male,White,61,20,19,3.884631225622189,506,1
Male,Black,69,26,18,3.739368143230779,428,1
Male,Black,66,19,16,3.429208293367326,1572,1
Female,Asian,79,9,18,3.845672419230299,1134,1
Female,White,69,14,18,3.6970904408898306,1388,1
Male,Asian,40,5,17,2.664014073414932,1063,1
Non-binary,White,58,21,20,2.2754735947149154,999,1
Male,White,70,20,15,2.6157370794755526,1562,1
Female,White,31,2,14,2.6791902778975967,868,0
Female,White,29,8,16,3.6379584168107026,780,1
Male,Black,76,10,17,3.3255988207244638,607,1
Male,White,54,34,14,3.6895561197939086,920,1
Male,Asian,44,25,21,3.0490940482254714,1325,1
Female,Asian,38,33,16,2.1955065435063283,757,1
Male,Black,52,34,15,2.9328767583674606,631,1
Female,Asian,48,0,16,2.193696499726238,535,0
Male,White,75,8,14,2.6284838839825433,1341,0
Male,Other,77,23,20,2.6942548504923582,483,1
Male,Other,68,24,13,3.69282621848841,498,1
Male,Asian,69,13,13,3.321415514557234,1080,1
Male,Black,53,35,15,3.2555282456329007,968,1
Male,White,37,2,13,2.5455951780484085,538,1
Non-binary,Black,21,16,18,3.4745846495973476,1270,1
Male,White,24,2,15,3.940941622755582,1536,1
Female,White,22,24,15,3.9652695861772456,821,1
Male,Black,64,34,18,2.424234278183861,1338,1
Non-binary,White,20,16,20,3.081560875468951,1566,1
Female,Black,19,38,13,2.7996626623140077,839,1
Male,Black,65,4,20,2.288912073248624,961,1
Male,Black,39,16,18,2.899076911547108,1423,1
Non-binary,Other,62,2,19,2.5528869323036707,1182,1
Male,Asian,53,0,20,2.2075275416264297,469,1
Male,White,58,34,21,2.100477799610921,417,1
Male,Other,74,20,16,3.9691345487943557,1463,1
Female,White,30,29,13,2.180509132377378,1167,1
Non-binary,White,47,11,15,3.84577093071728,937,1
Male,White,69,14,14,2.614195123402599,1039,1
Non-binary,Black,73,36,13,2.2363836275234608,428,1
Female,White,66,20,17,3.480592821089737,677,1
Female,Other,47,38,12,2.17091551869422,1186,1
Non-binary,White,31,15,19,3.475768554203289,1011,1
Male,Asian,72,15,12,2.0088191979235552,953,1
Male,White,18,36,21,3.934541419846508,1114,1
Male,White,23,35,20,2.45035263091798,1509,1
Female,Black,54,25,15,2.7073277459736245,1598,1
Female,White,71,25,18,3.2325053784722364,1144,1
Male,Black,47,27,19,2.3382353469969983,704,1
Female,Asian,66,6,16,2.976979004938709,1510,1
Male,Asian,42,3,19,2.6233962606427594,828,1
Male,White,29,27,17,2.54408513704849,632,1
Male,Asian,34,36,16,2.629926513129925,1080,1
Male,Black,43,16,20,2.1708640086218045,475,1
Male,White,55,6,14,2.231246084699541,1457,1
Female,White,67,7,17,2.588218636085089,458,1
Non-binary,Hispanic,65,34,12,3.412538936314652,775,1
Male,White,37,24,13,2.4360795327976454,1555,1
Female,White,32,16,16,2.729210075186982,1452,1
Non-binary,White,41,39,18,2.5530060846097538,578,1
Female,Asian,25,38,15,3.811307991928639,1126,1
Male,Asian,63,24,12,2.6662451449673394,1180,1
Male,Asian,55,25,21,3.026894134822281,609,1
Female,White,20,22,18,2.1116552712192362,436,1
Female,Asian,39,12,15,3.1578969213207873,1182,1
Female,Hispanic,44,11,18,2.6632471760272574,693,1
Male,Asian,45,32,15,2.332132071833802,518,1
Male,White,73,4,13,3.7989435562244847,1195,1
Non-binary,Black,27,21,13,3.2678489500882426,1257,0
Male,Asian,52,1,12,3.2431521007619795,1369,1
Female,Asian,28,31,16,3.8522291001114057,827,1
Female,White,74,13,20,2.560615981745252,1317,1
Female,White,24,3,19,3.65075842698783,1302,1
Male,White,67,12,14,3.6684973957410483,982,1
Male,White,59,31,13,3.1881009652136956,1411,1
Female,Other,51,21,21,2.4006175110539667,896,1
Non-binary,White,32,30,20,2.613370761476357,1140,1
Male,Black,41,29,13,3.84562383075349,833,1
Female,White,21,22,20,2.371427284306073,450,1
Female,White,52,33,15,2.466415826204954,1090,1
Male,White,68,37,14,3.456584163496566,972,1
Male,Black,49,23,17,2.7362716156877553,405,1
Non-binary,Black,61,15,13,2.0235897467290482,637,1
Female,White,74,26,17,3.8357616748343,548,1
Male,Asian,68,2,21,2.003432595512682,1273,0
Female,Hispanic,36,20,14,2.9903193721401573,1031,1
Male,Other,57,28,13,3.3865689952850455,1235,1
Male,Asian,61,8,21,3.8176957681383508,998,1
Female,Black,36,1,16,3.423060018583019,1179,1
Male,White,44,35,14,3.677786549900044,1190,1
Non-binary,Black,77,14,20,2.349758741310807,1023,0
Female,White,65,7,21,2.3684645061199663,725,1
Female,Asian,70,19,16,2.976179994699457,600,1
Male,Asian,20,4,12,2.808775323827007,959,1
Female,White,38,38,19,2.085322204671134,1196,1
Male,White,66,30,15,2.279167105926291,516,1
Female,Black,60,31,15,2.0933769878655895,1097,1
Male,Black,53,14,14,2.0851051255484885,1366,0
Male,Hispanic,61,33,12,2.0057393853787064,980,1
Male,White,70,10,17,3.3760803254184495,1309,1
Male,Asian,76,8,21,3.3292165007319157,1197,1
Male,Black,58,6,13,2.340405553039389,1466,1
Non-binary,White,63,9,19,2.280617678650138,885,1
Male,Black,46,31,14,2.21494497476622,785,1
Female,Black,53,36,16,3.821529997677505,1088,1
Male,White,26,4,12,3.1725381075247214,919,1
Male,Asian,50,39,20,2.521393817074458,1503,1
Male,Black,77,35,15,2.570647330274067,1241,1
Female,White,28,24,17,2.2073760971943996,581,1
Male,White,67,14,18,3.0893776534546733,1202,1
Male,White,57,17,18,2.2298667571599093,901,1
Non-binary,Other,28,14,14,3.0686140157272033,989,1
Female,Black,46,1,13,3.46847204730016,1511,1
Male,White,35,11,20,3.632978901805004,746,1
Female,White,39,10,19,3.7312467276397467,697,1
Male,Asian,68,36,12,2.051065835402858,1376,1
Male,White,59,9,21,2.5526213933864064,896,1
Female,Black,46,14,15,2.8005463111060207,479,0
Male,White,52,10,21,3.431060784000072,1501,1
Male,Black,74,32,18,2.0218887226296456,988,1
Male,Other,50,25,13,3.3267234988288923,693,1
Male,White,40,16,21,2.4595625890146837,1514,1
Female,White,19,14,13,2.1956785728988635,1098,1
Male,Other,21,22,15,2.7922139676571205,449,1
Female,White,70,14,19,3.4838780098028566,1428,0
Male,White,71,35,17,2.1141932131349073,823,1
Female,Other,41,20,19,2.5228684366087846,795,1
Non-binary,Hispanic,76,2,12,2.7521194566191145,609,0
Non-binary,White,44,15,13,3.7986922409653303,1115,1
Non-binary,Hispanic,54,30,17,3.526468471791291,507,1
Male,White,24,35,21,2.9368582056352652,1499,1
Male,Black,47,30,12,2.517033957625995,1351,1
Non-binary,Asian,23,13,21,2.910630463059338,1031,1
Male,White,38,14,16,3.9297860100704733,665,1
Female,White,31,24,14,3.9515799321713754,415,1
Non-binary,White,46,5,14,2.7998116486803357,974,1
Male,Black,67,13,21,3.802604020994771,1453,1
Non-binary,Asian,63,6,20,2.491286378146224,1411,0
Female,Asian,47,31,18,2.9410924637294524,931,1
Male,Other,51,11,19,2.9491414607350235,1541,1
Male,White,78,1,13,3.171000123191198,688,1
Non-binary,Asian,25,37,17,3.238330028455784,1540,1
Female,White,62,20,14,2.307091092253692,1161,1
Male,Hispanic,28,23,12,3.7703751606481144,621,1
Male,White,60,8,20,2.0313013044642867,1233,1
Male,Hispanic,72,5,20,2.053198855202075,1298,0
Male,Black,35,21,12,3.570925953252747,906,1
Male,Asian,38,36,18,2.3121961496713093,1413,1
Female,Hispanic,77,31,18,2.6220917758647735,1087,1
Female,White,36,33,20,2.672801916571043,408,1
Male,Hispanic,35,30,19,3.534597061026888,517,1
Male,Black,68,32,16,2.3658473844032146,752,1
Male,White,35,32,16,3.8279990409558327,828,1
Male,Hispanic,34,24,15,2.479897330788387,1525,1
Male,White,41,8,16,2.193099684072112,866,1
Female,Hispanic,44,17,15,2.898681772521943,717,1
Female,White,19,21,17,3.0554728998800376,649,1
Male,White,54,10,15,3.368809492840946,1533,1
Female,White,62,9,15,2.748590293388328,438,1
Male,White,71,20,12,3.503964060871059,587,1
Female,Black,54,3,13,3.56067389076492,526,0
Non-binary,Asian,59,2,20,3.90105387576409,1194,1
Male,White,56,9,14,2.60886653684614,1368,1
Female,White,22,5,14,2.657090502745011,1171,1
Female,White,39,34,16,2.5616034546428548,466,1
Female,White,72,31,17,2.3147452110622666,647,1
Male,White,44,9,20,3.1708721635383808,1113,1
Male,Black,46,16,19,3.370884635872441,1349,1
Non-binary,White,75,14,20,3.870338073998292,425,0
Male,Asian,32,27,14,2.9791359952920238,506,1
Female,White,75,28,15,3.0995282815126393,700,1
Female,White,69,29,15,2.6662589640775174,945,1
Non-binary,White,59,16,19,3.472522152021309,1295,1
Female,Black,74,25,15,2.284517137746101,624,1
Female,Black,43,0,21,3.5689696125380754,951,0
Male,White,79,15,15,2.183685736409977,922,1
Female,Asian,71,37,21,3.836888092803971,784,1
Female,Black,42,18,20,2.3047842584933536,1592,0
Female,Black,68,17,18,3.028722945532402,1108,1
Male,Black,20,27,12,3.7074608766967523,562,1
Male,Black,27,33,13,3.275928300067875,1356,1
Female,Black,39,1,21,2.9552540910172658,1325,0
Non-binary,Black,70,32,14,3.0637085174523806,1498,1
Female,White,77,19,18,3.0818131074495856,476,1
Male,White,65,10,13,3.553371573511,1331,1
Female,White,22,10,17,3.549798228395461,1537,1
Female,White,27,22,12,3.4790527859389755,833,1
Female,White,69,19,15,2.591022268208958,977,1
Male,Other,23,37,17,2.2466624298507902,682,1
Male,Hispanic,55,13,13,3.938820888553982,962,1
Male,White,39,17,12,2.2501512779713293,915,1
Female,Asian,69,34,14,3.667286542246072,926,1
Female,Other,70,24,14,3.358125197254222,1194,1
Non-binary,Hispanic,40,30,14,2.671746230476151,1547,1
Non-binary,White,70,10,18,3.5011612340017626,672,1
Male,Asian,56,5,20,2.6328690674642874,756,1
Female,White,60,7,12,2.9174329875613143,655,1
Male,Black,18,8,15,3.333294488648353,1360,1
Non-binary,White,43,14,15,2.038950648639269,878,1
Male,Black,75,15,15,2.2053347354892576,1599,1
Male,Black,39,33,16,3.4094443154004557,506,1
Non-binary,Asian,24,33,16,2.464216938530452,1196,1
Male,Black,24,3,21,2.1298494352070136,1530,0
Male,White,72,6,14,3.3587678603219437,557,1
Female,Asian,34,30,21,3.00435753410453,1025,1
Female,Black,59,12,18,3.1188221329772015,603,0
Female,White,63,26,19,2.596856091837309,1438,1
Male,White,32,8,21,2.8843605110044988,1149,1
Male,Black,18,13,13,3.0524086836879682,1488,1
Female,Hispanic,41,34,13,2.8651143381081465,1275,1
Male,Black,71,24,13,2.647440061655633,1391,1
Female,Hispanic,43,34,12,3.6915911606130045,819,1
Male,White,22,20,15,3.810687151188318,438,1
Female,Asian,54,18,17,2.993604301252484,1414,1
Male,White,35,16,12,2.0065512187158143,1396,1
Male,Black,22,7,14,3.6399268744493005,577,1
Female,White,18,18,13,2.1570967170006305,826,1
Female,Black,64,28,15,3.4357097444644085,1456,0
Male,Hispanic,55,1,15,3.4215259334442534,1453,0
Male,White,43,39,12,3.234768562114878,895,1
Male,White,55,33,20,3.2819935067334427,1577,1
Male,Black,51,26,19,3.8585766138703597,969,1
Male,Hispanic,73,7,14,2.8692255509816444,774,1
Male,Black,29,28,15,2.3155553866976275,619,1
Female,Black,49,5,20,2.155142855384761,1598,0
Male,Black,21,18,21,3.598698153295766,667,1
Male,Black,46,36,16,2.3285367332961737,1362,1
Female,White,28,37,13,2.3650933902215683,1328,1
Male,Asian,32,18,16,3.858895767058143,1414,1
Female,White,70,34,17,2.2171103567267636,1232,1
Male,Hispanic,24,37,17,3.2336444332379006,576,1
Non-binary,Black,76,38,16,3.2801442284858755,1349,1
Male,Black,41,0,12,2.7688776794892362,1384,0
Male,Black,76,29,19,3.5001404558861267,414,1
Female,Asian,47,13,18,2.7183722814175497,756,1
Male,White,70,37,20,3.364544999198598,1101,1
Male,Hispanic,53,5,16,2.911284963371841,989,1
Female,White,46,3,17,3.1862835300604226,1530,0
Male,Other,69,38,16,2.990828056333809,958,1
Female,White,55,7,19,3.507022145328966,684,1
Male,Asian,53,37,16,3.9205829881079497,1103,1
Female,White,77,10,14,3.54660504188983,661,1
Non-binary,Asian,74,0,13,2.092439049931122,859,0
Female,Hispanic,52,27,16,2.796528738020144,521,1
Male,Black,52,8,14,2.497731432949708,426,1
Female,White,50,6,13,3.644679143559385,906,1
Male,Black,40,37,17,3.6950539865840994,798,1
Female,Asian,75,21,14,3.804445623407121,870,1
Male,Asian,53,23,21,2.3841610780346065,1335,1
Female,Other,69,2,14,3.6839635967079722,1154,1
Non-binary,Asian,67,36,14,2.9039352211517686,805,1
Female,White,51,21,18,2.142577744216233,779,1
Male,White,28,39,16,3.126636083220393,1102,1
Male,Hispanic,76,21,14,2.2943639396130524,1167,1
Female,Hispanic,67,34,13,3.349139218785494,1056,1
Male,Asian,22,8,16,3.7591311659994266,568,1
Female,White,31,1,15,2.252559708152708,1190,1
Non-binary,White,31,32,17,2.066317843434568,455,1
Male,Hispanic,51,29,20,3.781482487900214,1290,1
Female,Asian,51,30,21,3.0953456968733235,932,1
Female,White,70,1,17,3.9671943709066553,1200,1
Non-binary,White,39,31,13,3.2401256167093124,1014,1
Female,Black,75,30,13,3.874455265027077,1437,1
Male,Black,30,12,21,3.7499750775458334,744,1
Female,Asian,62,21,18,2.815604794830521,992,1
Male,White,22,33,21,2.4634382173278087,796,1
Female,White,64,26,14,2.934491604474491,917,1
Male,White,19,27,12,3.547825307927443,828,1
Male,White,21,8,15,3.535236449929866,1220,1
Male,Asian,44,18,17,2.0878546072219386,1383,1
Male,Asian,23,11,14,3.6996079292780513,1283,1
Non-binary,White,33,20,12,3.7174509886664,976,1
Male,Black,33,26,14,2.2945588079129333,1492,1
Non-binary,Black,44,25,16,3.5619372085158734,861,1
Female,Hispanic,58,35,12,2.780427857110607,1234,1
Male,Asian,55,35,13,3.8471059340185745,1293,1
Male,Black,27,0,12,2.583643933256652,736,1
Female,White,29,33,20,2.6126816511057527,564,1
Male,Hispanic,25,25,16,2.3472367505741643,508,1
Male,White,33,26,18,2.2156531181134715,900,1
Female,Other,55,10,21,3.538490625610365,987,1
Female,Black,58,14,19,2.7123543719721193,1542,1
Male,Asian,63,15,19,3.2624918895936066,1557,1
Non-binary,Black,48,22,13,3.092527551097546,981,1
Male,Asian,70,20,16,3.7984417474510757,1012,1
Female,White,40,12,14,3.411823453434847,589,1
Non-binary,Other,24,17,13,3.4378799895591277,985,1
Female,Black,41,36,21,2.5920280271983005,483,1
Male,Black,46,19,20,2.6292062268624137,1001,1
Female,Asian,43,33,15,2.477656909818619,1451,1
Male,White,33,17,21,2.2412816086515868,992,1
Non-binary,White,32,16,16,3.1244410634595963,1212,1
Non-binary,Other,36,19,16,3.9874368492432573,1096,1
Male,Black,54,0,17,2.6572053813494696,735,1
Male,Asian,52,19,20,3.986753806274179,1312,1
Male,Hispanic,59,0,19,2.6910651675991213,697,1
Male,White,40,22,21,2.39186540388392,872,1
Male,White,29,10,18,2.9617505071419212,1526,1
Female,Hispanic,34,15,21,3.667249510676231,990,0
Male,Hispanic,38,19,16,2.606948759048018,1498,1
Non-binary,Black,67,22,21,3.179547307197954,657,0
Male,White,34,10,18,3.457586983308351,842,1
Male,Black,35,35,17,3.702567776850781,1061,1
Male,White,28,27,18,3.896668820283488,1342,1
Non-binary,Asian,25,38,20,3.884208435406038,1363,1
Male,Black,22,33,14,3.506633376814075,558,1
Non-binary,Black,48,11,14,3.966324426535252,1124,0
Female,White,36,6,15,3.296770707565253,883,1
Male,White,26,13,16,3.121207598505899,509,1
Male,Black,26,18,21,2.781349438371179,1315,1
Female,Asian,62,33,12,2.3632528315217582,739,1
Female,Asian,54,17,20,3.231641071115316,414,1
Male,Asian,77,16,19,2.0294710755058976,1339,1
Female,Black,37,36,17,2.656352986301386,692,1
Female,White,67,21,20,2.5411744092679784,922,1
Male,Other,27,5,19,2.094192143965929,787,1
Female,White,72,31,18,3.2961060971972618,624,1
Female,Asian,73,27,20,3.5320290946600053,548,1
Male,Black,76,12,18,3.680967162870214,1485,0
Male,White,67,13,18,2.1394605012439074,1327,1
Non-binary,Black,23,23,21,2.1336338144443694,413,1
Non-binary,Black,75,27,20,2.7826323647391864,1038,0
Female,Other,55,21,14,2.301314452141651,548,1
Male,Asian,29,9,21,2.8162548534487204,425,1
Female,Asian,18,21,16,3.3046075373041317,1538,1
Non-binary,White,52,32,19,2.1073690682715682,823,1
Male,White,72,29,17,2.041455568604365,1126,1
Female,Black,49,24,14,3.959539590753717,1002,1
Female,White,40,26,13,2.0170901038193065,1333,1
Female,Black,30,38,18,2.7916232038405884,744,1
Male,White,37,20,17,2.7413691583102633,1012,1
Male,White,48,27,21,2.1301229930219954,1349,1
Female,White,69,12,17,3.8624472444182194,797,1
Male,White,55,25,19,2.76388723511693,1327,1
Non-binary,Black,62,37,18,2.11766852893962,645,1
Female,Black,76,24,16,2.3087791249552625,1516,1
Male,White,35,26,19,3.1170053487933123,707,1
Male,Black,24,38,18,3.610423629998044,523,1
Male,Asian,70,21,14,3.1678668591994414,401,1
Male,White,20,17,13,2.2236205869283583,587,1
Female,White,60,8,19,2.728687411477768,1207,1
Non-binary,Black,47,23,13,2.3457426652261857,685,1
Male,Black,37,37,21,3.1346694658931584,660,1
Male,Other,68,24,16,3.40621028126319,575,1
Male,Black,70,27,20,3.8053285687725324,400,1
Male,Asian,43,24,15,2.1746489900834796,743,1
Male,Hispanic,35,10,15,3.6559662868453797,1072,1
Male,White,43,6,16,3.2106237952515304,447,1
Male,White,64,27,15,3.652877097953218,699,1
Male,Black,29,5,16,3.7883284707721416,672,1
Female,White,59,27,14,2.692804502536005,610,1
Female,Black,26,25,16,2.4819034299019327,1418,1
Female,Other,57,6,21,2.5748467059430897,1531,1
Female,White,67,17,14,2.2356622859475808,1187,1
Female,White,34,3,16,2.7169719273292436,454,1
Non-binary,Asian,67,35,18,2.4049291006971645,1046,1
Male,White,73,34,19,2.5254544525096554,1575,1
Non-binary,Other,48,38,12,3.4505156956683276,876,1
Male,White,53,6,18,3.789582310288631,983,1
Female,Black,21,38,12,2.3329648159525305,974,1
Female,Asian,49,37,12,3.0719443165216074,1253,1
Male,White,48,16,18,3.9839727200394544,816,1
Male,Black,31,8,17,2.5124274522674623,1056,1
Male,Other,31,12,19,2.3323175899190867,1102,1
Male,Asian,20,25,14,3.4464228778827453,1442,1
Male,Hispanic,34,24,14,2.730634499568057,761,1
Female,White,41,23,14,2.193122420674641,1029,1
Male,White,35,20,16,2.8207311979034397,747,1
Non-binary,Hispanic,72,13,13,3.6402798380563612,1049,0
Female,Asian,63,12,18,2.7064501955750773,898,1
Male,Black,45,6,12,2.723971090677929,1038,1
Non-binary,White,71,36,15,3.984358261664789,1290,1
Female,Black,49,36,18,2.9603665681424225,1056,1
Male,White,24,13,16,2.7574195491305855,1481,1
Female,Asian,55,21,15,2.7994640430154893,572,1
Male,White,43,18,16,3.48398220024339,1533,1
Male,Black,42,21,14,2.818107685908861,1146,1
Male,Hispanic,25,13,14,2.5357849296037767,1104,1
Female,Asian,56,0,14,2.5638621857032735,677,1
Female,Black,23,5,19,2.3744964909615867,983,1
Female,Other,34,12,19,2.672137597964719,1006,1
Non-binary,Asian,66,21,13,3.582423867272457,781,1
Female,Asian,71,4,15,3.422323031692325,1348,1
Male,Asian,35,14,14,3.8879123329083445,450,1
Non-binary,White,69,1,12,2.294395269905584,801,0
Female,Hispanic,28,29,14,2.5650292982177616,1006,1
Female,Hispanic,40,27,13,3.4520036886710956,953,1
Female,White,59,14,15,3.0157258539849505,759,1
Male,White,77,33,19,3.560028542163926,432,1
Female,Other,26,8,17,3.769218338437131,565,1
Female,White,23,24,18,2.9585152519856934,1115,1
Female,Asian,59,35,17,3.004169420504229,876,1
Male,White,24,21,17,2.8729273617297344,1144,1
Male,White,21,15,20,2.8904172454625554,1132,1
Non-binary,Hispanic,32,18,12,3.053900154035176,585,0
Male,Asian,62,30,20,3.5041866443595193,1505,1
Female,Black,19,8,16,2.4074507211798974,1501,0
Female,Asian,57,11,17,2.4731405669784694,962,1
Male,Other,32,17,17,3.0358556714215768,541,1
Non-binary,Black,18,29,18,2.775795891062735,858,1
Male,Black,66,12,16,3.6915020507745604,1489,1
Non-binary,Asian,64,4,15,2.59175853060507,410,1
Male,White,19,27,18,2.00884831909621,690,1
Male,Black,26,18,17,2.1000566391287045,1402,1
Male,White,60,20,21,3.577650175787139,446,1
